y	x	key	label	showSelected1	group
3.12	117	117	π = 3.120000	117	-1
3.10526315789474	118	118	π = 3.105263	118	-1
3.13157894736842	119	119	π = 3.131579	119	-1
3.11688311688312	120	120	π = 3.116883	120	-1
3.14285714285714	121	121	π = 3.142857	121	-1
3.12820512820513	122	122	π = 3.128205	122	-1
3.11392405063291	123	123	π = 3.113924	123	-1
3.13924050632911	124	124	π = 3.139241	124	-1
3.125	125	125	π = 3.125000	125	-1
3.11111111111111	126	126	π = 3.111111	126	-1
3.09756097560976	127	127	π = 3.097561	127	-1
3.08433734939759	128	128	π = 3.084337	128	-1
3.10843373493976	129	129	π = 3.108434	129	-1
3.0952380952381	130	130	π = 3.095238	130	-1
3.08235294117647	131	131	π = 3.082353	131	-1
3.06976744186047	132	132	π = 3.069767	132	-1
3.09302325581395	133	133	π = 3.093023	133	-1
3.08045977011494	134	134	π = 3.080460	134	-1
3.06818181818182	135	135	π = 3.068182	135	-1
3.0561797752809	136	136	π = 3.056180	136	-1
3.04444444444444	137	137	π = 3.044444	137	-1
3.03296703296703	138	138	π = 3.032967	138	-1
3.05494505494505	139	139	π = 3.054945	139	-1
3.07692307692308	140	140	π = 3.076923	140	-1
3.06521739130435	141	141	π = 3.065217	141	-1
3.08695652173913	142	142	π = 3.086957	142	-1
3.10869565217391	143	143	π = 3.108696	143	-1
3.09677419354839	144	144	π = 3.096774	144	-1
3.08510638297872	145	145	π = 3.085106	145	-1
3.1063829787234	146	146	π = 3.106383	146	-1
3.09473684210526	147	147	π = 3.094737	147	-1
3.11578947368421	148	148	π = 3.115789	148	-1
3.10416666666667	149	149	π = 3.104167	149	-1
3.09278350515464	150	150	π = 3.092784	150	-1
3.08163265306122	151	151	π = 3.081633	151	-1
3.07070707070707	152	152	π = 3.070707	152	-1
3.06	153	153	π = 3.060000	153	-1
3.04950495049505	154	154	π = 3.049505	154	-1
3.06930693069307	155	155	π = 3.069307	155	-1
3.05882352941176	156	156	π = 3.058824	156	-1
3.07843137254902	157	157	π = 3.078431	157	-1
3.06796116504854	158	158	π = 3.067961	158	-1
3.05769230769231	159	159	π = 3.057692	159	-1
3.04761904761905	160	160	π = 3.047619	160	-1
3.0377358490566	161	161	π = 3.037736	161	-1
3.02803738317757	162	162	π = 3.028037	162	-1
3.01851851851852	163	163	π = 3.018519	163	-1
3.00917431192661	164	164	π = 3.009174	164	-1
3	165	165	π = 3.000000	165	-1
3.01818181818182	166	166	π = 3.018182	166	-1
3.00900900900901	167	167	π = 3.009009	167	-1
3	168	168	π = 3.000000	168	-1
2.99115044247788	169	169	π = 2.991150	169	-1
2.98245614035088	170	170	π = 2.982456	170	-1
2.97391304347826	171	171	π = 2.973913	171	-1
2.99130434782609	172	172	π = 2.991304	172	-1
3.00869565217391	173	173	π = 3.008696	173	-1
3	174	174	π = 3.000000	174	-1
2.99145299145299	175	175	π = 2.991453	175	-1
2.98305084745763	176	176	π = 2.983051	176	-1
3	177	177	π = 3.000000	177	-1
2.99159663865546	178	178	π = 2.991597	178	-1
2.98333333333333	179	179	π = 2.983333	179	-1
2.97520661157025	180	180	π = 2.975207	180	-1
2.99173553719008	181	181	π = 2.991736	181	-1
2.98360655737705	182	182	π = 2.983607	182	-1
2.97560975609756	183	183	π = 2.975610	183	-1
2.99186991869919	184	184	π = 2.991870	184	-1
2.98387096774194	185	185	π = 2.983871	185	-1
3	186	186	π = 3.000000	186	-1
3.01612903225806	187	187	π = 3.016129	187	-1
3.03225806451613	188	188	π = 3.032258	188	-1
3.024	189	189	π = 3.024000	189	-1
3.04	190	190	π = 3.040000	190	-1
3.056	191	191	π = 3.056000	191	-1
3.04761904761905	192	192	π = 3.047619	192	-1
3.06349206349206	193	193	π = 3.063492	193	-1
3.05511811023622	194	194	π = 3.055118	194	-1
3.046875	195	195	π = 3.046875	195	-1
3.0625	196	196	π = 3.062500	196	-1
3.05426356589147	197	197	π = 3.054264	197	-1
3.06976744186047	198	198	π = 3.069767	198	-1
3.06153846153846	199	199	π = 3.061538	199	-1
3.07692307692308	200	200	π = 3.076923	200	-1
